Report,District Name,RCDTS,Participating?,NCESID,ROE,Type,School Name,City,County,District Type,District Size,School Type_x,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,School EntityID,School Type_y,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,school_id,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e
Rondout Elementary School- Rondout SD 72,Rondout SD 72,3.40E+14,,1.73E+11,34,School,Rondout Elementary School,Lake Forest,Lake,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,Exemplary,144,70.1,,11.8,,,,10.4,26.4,20.8,13.9,9,,23.5,94.6,,,,,,14.1,5,,,,,96.2,,,2,,,,0,,0,,0,67,4,45,3,98.8,47.8,70,100,57,100,67.4,55.3,28,29,96.6,,,13.9,,,,,,,,,,,,,,,,4146,98.8,47.8,85,23,,,,,,,,,,,,,,,,,,,,,79,31,35,56,,93,33,84,52,45,29,56,81,77,,77,57,,,,67,45,4,1
Hawthorn Middle School South- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Middle School South,Vernon Hills,Lake,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Commendable,649,42.7,3.4,26.8,22.8,,,3.9,19.6,13.9,18,25.4,,31.1,93.8,7.9,32,4.7,,,22.5,5,,,,,88.3,,,1,,,52,3,60,4,64,4,59,3,53,3,93.5,89.9,307,654,253,651,51.2,51.3,130,226,57.8,,,17.5,34,58,,,27,31,,,,,,,,,,2794,93.5,89.9,657,69,55,84,56,47,48,51,60,77,55,48,53,92,34,50,99,59,50,74,27,,64,55,71,60,,79,54,60,65,48,41,32,36,55,,50,71,52,60,64,59,53,4,2
Hawthorn Middle School North- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Middle School North,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,6 - 8,,Commendable,614,43,4.1,27.5,20.8,,,3.9,19.7,13,19.2,33.4,,27,94.9,5.4,32,5,,,23.9,5,,,,,83.4,,,2,,,54,3,66,4,68,4,58,3,63,4,88.7,52.6,313,624,247,623,51.5,52.6,130,212,61.6,,,12,29,43,,,33,10,,,,,,,,,,2793,88.7,52.6,619,76,53,80,66,44,49,59,65,74,47,44,70,68,48,51,99,82,48,64,47,,62,43,56,69,,76,88,68,63,42,41,36,38,51,,64,67,54,66,68,58,63,5,3
Hawthorn Elementary School North- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Elementary School North,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Exemplary,396,50.5,3.3,17.2,22.7,,,5.3,23.7,19.4,19.9,24.2,,,94.4,5.2,23,5.8,,,24.4,5,,,,,82.5,,,1,,,42,3,43,3,57,3,63,4,50,3,93,90.4,144,254,134,254,58.6,61.6,52,83,62.7,,,12.4,7,10,,,5,5,,,,,,,,,,2791,93,90.4,186,52,26,69,36,39,40,43,55,68,54,42,54,79,18,18,92,49,31,37,22,,73,,61,65,,,62,,66,55,,77,51,,,76,62,42,43,57,63,50,4,1
Hawthorn Elementary School South- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Elementary School South,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Commendable,483,30.2,6.6,15.3,41.6,,,5.2,18.8,16.1,35.4,26.1,,,92.8,16,66,12.2,,,26.7,5,,,,,76.9,,,3,,,38,2,35,2,56,3,61,4,47,3,94.2,71.2,107,311,145,311,51.3,54.4,57,100,57,,,20.1,22,40,,,27,13,,,,,,,,,,2792,94.2,71.2,188,59,21,62,30,37,30,36,47,62,57,42,26,64,7,41,83,48,33,50,1,,79,,74,51,,,58,,49,39,,65,48,,,85,66,38,35,56,61,47,2,-1
Hawthorn Townline Elementary Sch- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Townline Elementary Sch,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Commendable,283,46.6,6.7,7.8,35.7,,,,14.8,11.7,30.4,35.7,,,93.2,15.2,34,11,,,24.8,5,,,,,82,,,2,,,40,3,36,2,45,3,70,4,54,3,92.8,91.7,74,183,102,184,52.9,59.3,36,59,61,,,21.5,10,21,,,14,7,,,,,,,,,,2796,92.8,91.7,125,36,19,50,38,35,46,40,59,41,57,38,30,78,4,23,81,38,27,60,1,,85,,67,74,,,72,,68,45,,69,50,,,92,77,40,36,45,70,54,3,0
Hawthorn Aspen Elementary School- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Aspen Elementary School,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Commendable,328,54,,17.1,21.3,,,5.8,21,14.6,21.6,23.5,,,94,8.2,27,7.6,,,23.1,5,,,,,78.9,,,1,,,31,2,18,1,54,3,68,4,42,3,91.8,72.2,73,208,109,208,49.7,61,54,81,67.5,,,16,3,3,,,3,,,,,,,,,,,2790,91.8,72.2,147,36,45,43,1,34,1,19,45,47,70,30,22,52,6,24,77,44,27,17,24,,81,,56,54,,,50,,58,41,,60,58,,,85,74,31,18,54,68,42,2,-1
Hawthorn Sch of Dual Language- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn Sch of Dual Language,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,Commendable,409,29.3,,62.3,,,,3.9,14.9,10.8,49.6,50.1,,,93.7,,18,5.3,,,23.3,5,,,,,77.3,,,4,,,40,3,38,2,46,3,63,4,37,2,86.8,92.1,49,198,44,198,38.9,46.7,23,65,35.4,,,18.5,7,12,,,8,4,,,,,,,,,,2795,86.8,92.1,129,38,28,78,30,33,20,50,50,48,53,47,25,76,7,1,76,36,27,49,5,,84,,68,55,,,65,,53,27,,42,51,,,65,65,40,38,46,63,37,2,-1
Hawthorn School for Young Learners- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Hawthorn School for Young Learners,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY,K,,,235,41.7,,11.5,38.7,,,,8.1,8.1,32.3,26,,,90.7,19.4,,,,,23.7,5,,,,,82.7,,,1,,,75,4,75,4,83,5,,0,,0,0,80.6,,,,,,,,,,,,34.5,1,2,,,1,1,,,,,,,,,,45124,0,80.6,0,36,47,92,81,49,91,89,88,93,74,62,68,99,66,23,99,81,72,67,45,,,,,,,,,,,,,,,,,,,75,75,83,,,5,3
Lincoln School- Hawthorn CCSD 73,Hawthorn CCSD 73,3.40E+14,,1.72E+11,34,School,Lincoln School,Mundelein,Lake,ELEMENTARY,LARGE,PreK,PK,,,116,20.7,,37.9,28.4,,,,29.3,29.3,16.4,50.9,,,,,,,,,,,,,,,66.7,,,,,,54,3,39,2,57,3,,0,,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,42461,0,70,0,20,,9,16,52,18,53,65,42,62,,79,36,44,,79,66,45,48,49,,,,,,,,,,,,,,,,,,,54,39,57,,,2,-1
Carl Sandburg Middle School- Mundelein ESD 75,Mundelein ESD 75,3.40E+14,,1.73E+11,34,School,Carl Sandburg Middle School,Mundelein,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,Commendable,533,33.8,4.1,55,3.9,,,2.8,16.3,16.3,31.3,46.2,,0,93.5,2.8,36,6.6,,,,5,,,,,87.7,,,1,,,65,4,57,3,45,3,42,3,59,3,98.3,90.2,171,539,109,539,44.8,47.3,89,175,51.1,,,20.3,55,82,,,69,13,,,,,,,,,,3464,98.3,90.2,536,51,51,55,56,50,37,73,65,57,22,37,64,60,52,46,99,57,72,59,42,,48,39,47,67,,62,71,44,46,53,35,31,24,62,,33,51,65,57,45,42,59,4,1
Mechanics Grove Elementary School- Mundelein ESD 75,Mundelein ESD 75,3.40E+14,,1.73E+11,34,School,Mechanics Grove Elementary School,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 5,,Commendable,508,33.5,2.6,55.9,3.1,,,4.7,20.9,18.5,35.6,45.1,,,93.3,3.3,26,5,,,,5,,,,,81.5,,,1,,,57,3,52,3,53,3,70,4,53,3,93,88.9,149,509,90,509,48.4,46.1,79,158,50,,,23.3,6,9,,,9,,,,,,,,,,,3465,93,88.9,316,54,50,54,50,43,46,73,57,57,48,43,60,47,42,39,99,53,54,54,28,,87,,77,64,,,56,,64,52,,60,52,,,79,75,57,52,53,70,53,4,1
Washington Elementary School- Mundelein ESD 75,Mundelein ESD 75,3.40E+14,,1.73E+11,34,School,Washington Elementary School,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,K - 2,,Targeted,440,39.3,,48.2,6.6,,,3.4,14.5,14.5,26.6,37.3,,,91.6,5.5,27,9,,,19.8,5,,,,,77.4,,,2,,,33,2,30,2,49,3,,0,,0,99.9,92.6,,,,,,,,,,,,30.3,,,,,,,,,,,,,,,,3466,99.9,92.6,1,54,4,34,23,35,18,32,39,54,50,13,37,37,13,16,85,44,26,41,1,,,,,,,,,,,,,,,,,,,33,30,49,,,2,-2
Lincoln Elementary School- Mundelein ESD 75,Mundelein ESD 75,3.40E+14,,1.73E+11,34,School,Lincoln Elementary School,Mundelein,Lake,ELEMENTARY,MEDIUM,PreK,PK,,,83,18.1,,74.7,,,,,37.3,37.3,38.6,45.8,,,,,,,,,,,,,,,87.5,,,,,,46,3,25,2,,0,,0,,0,0,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,43133,0,84.6,0,13,,25,20,49,1,31,56,24,,,42,29,14,,81,,46,24,46,,,,,,,,,,,,,,,,,,,46,25,,,,2,-1
West Oak Middle School- Diamond Lake SD 76,Diamond Lake SD 76,3.40E+14,,1.71E+11,34,School,West Oak Middle School,Mundelein,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,Commendable,299,21.7,4,67.9,3.3,,,,16.4,13,31.8,61.2,,21,93.3,9.7,60,19.2,,,19.4,5,,,,,89.7,,,3,,,73,4,65,4,59,3,29,2,54,3,83.6,66.7,67,304,47,306,40.5,45.7,36,101,35.6,,,22.9,36,59,,,39,20,,,,,,,,,,2305,83.6,66.7,299,39,46,67,65,64,40,89,72,88,29,29,87,60,44,22,99,59,68,63,27,,26,33,69,73,,60,75,29,42,44,1,24,15,50,,6,34,73,65,59,29,54,4,1
West Oak Intermediate School- Diamond Lake SD 76,Diamond Lake SD 76,3.40E+14,,1.71E+11,34,School,West Oak Intermediate School,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 5,,Commendable,242,16.1,,72.3,4.1,,,5,17.4,14.5,51.2,63.2,,,93.9,14.4,27,10.6,,,23.1,4,,,,,85.2,,,1,,,45,3,40,3,39,2,,0,,0,1.8,77.8,63,244,27,243,45.5,44.7,41,86,47.7,,,16,3,3,,,1,2,,,,,,,,,,2303,1.8,77.8,167,36,39,41,26,42,28,47,49,61,32,12,55,21,28,20,97,23,43,48,6,,,,,,,,,,,,,,,,,,,45,40,39,,,2,-1
Diamond Lake School- Diamond Lake SD 76,Diamond Lake SD 76,3.40E+14,,1.71E+11,34,School,Diamond Lake School,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 2,,Commendable,315,27.6,3.2,62.9,3.5,,,,19.7,19.4,40.3,39.7,,,91.2,12.2,,,,,18.8,3,,,,,81.8,,,2,,,69,4,60,4,64,4,,0,,0,0,80.4,,,,,,,,,,,,31.6,1,1,,,,1,,,,,,,,,,2304,0,80.4,0,46,52,59,69,54,62,80,70,61,59,47,47,73,54,51,99,71,71,73,28,,,,,,,,,,,,,,,,,,,69,60,64,,,5,3
Fremont Jr High/Middle School- Fremont SD 79,Fremont SD 79,3.40E+14,,1.72E+11,34,School,Fremont Jr High/Middle School,Mundelein,Lake,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Commendable,762,66.5,1.8,17.8,9.3,,,3.7,11,11,7.5,10.4,,45.1,93.8,3.1,60,7.7,,,28.6,5,,,,,86.9,,,2,,,52,3,42,3,60,4,63,4,59,3,99.6,72.9,405,758,287,758,49.8,51.8,215,270,79.6,,,17.7,28,37,,,34,3,,,,,,,,,,2609,99.6,72.9,755,59,68,56,47,52,20,45,51,76,39,48,32,53,40,55,99,65,61,35,50,,67,54,69,42,,93,74,82,67,65,56,42,50,64,,56,69,52,42,60,63,59,4,2
Fremont Elementary School- Fremont SD 79,Fremont SD 79,3.40E+14,,1.72E+11,34,School,Fremont Elementary School,Mundelein,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK - 2,,Exemplary,659,63.9,2.9,15.8,12.3,,,4.4,12.7,12.7,21.1,5.8,,,93,3.2,39,9.7,,,21.5,5,,,,,88.6,,,4,,,35,2,33,2,68,4,,0,,0,0,74.2,,,,,,,,,,,,21.1,2,11,,,6,5,,,,,,,,,,2607,0,74.2,0,66,33,30,21,44,21,37,35,74,59,53,41,37,37,40,90,70,25,36,19,,,,,,,,,,,,,,,,,,,35,33,68,,,2,-1
Fremont Intermediate School- Fremont SD 79,Fremont SD 79,3.40E+14,,1.72E+11,34,School,Fremont Intermediate School,Mundelein,Lake,ELEMENTARY,LARGE,ELEMENTARY,3 - 5,,Commendable,642,67,2.2,17.8,10,,,2.6,12.6,12.6,16.2,9,,,93.8,2.5,45,6.8,,,22.4,5,,,,,87.7,,,2,,,47,3,30,2,60,4,50,3,40,3,99.9,83.9,334,655,251,653,57.1,56.2,162,219,74,,,15.2,9,15,,,11,4,,,,,,,,,,2608,99.9,83.9,433,56,51,29,20,45,30,38,40,69,62,64,34,36,42,34,97,50,63,27,26,,62,,48,45,,,31,,43,51,,37,40,,,53,55,47,30,60,50,40,3,0
Lake Zurich High School- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Lake Zurich High School,Lake Zurich,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Commendable,1782,78.4,1.2,7.5,10.6,,,1.7,24.4,12.5,3.5,14.1,,,91.6,2.9,156,8.6,0.7,95.7,24.3,5,,,,,93.3,,,3,,,31,2,44,3,67,4,66,4,62,4,92.5,75.3,233,405,223,404,,,255,392,65.2,441,95.9,25.5,115,193,,,163,30,,,,,,,,,,3105,92.5,75.3,1737,170,61,60,37,14,29,31,24,70,67,57,35,48,28,50,82,63,53,58,52,68,92,79,70,69,21,90,51,82,74,77,87,54,44,64,64,99,86,31,44,67,66,62,4,2
Lake Zurich Middle - N Campus- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Lake Zurich Middle - N Campus,Hawthorn Woods,Lake,UNIT,LARGE,MIDDLE SCHL,6 - 8,,Commendable,692,73.8,1.9,11.4,9.5,,1.4,1.9,17.8,9.2,9.8,20.7,,46,93.7,3,13,1.8,,,25.5,5,,,,,89.3,,,1,,,57,3,52,3,58,3,54,3,71,4,95.4,95.5,437,700,352,698,56.7,59.5,188,225,83.6,,,16.8,30,58,,,54,4,,,,,,,,,,3106,95.4,95.5,695,67,41,69,43,55,18,64,49,68,51,41,66,58,43,43,93,56,58,41,24,,57,52,36,73,,86,99,47,56,69,51,42,42,67,,61,59,57,52,58,54,71,4,1
Lake Zurich Middle - S Campus- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Lake Zurich Middle - S Campus,Lake Zurich,Lake,UNIT,LARGE,MIDDLE SCHL,6 - 8,,Commendable,603,82.3,,6.6,8.8,,,,21.2,10,7.1,10.8,,54.8,93.8,2.6,,,,,26.1,5,,,,,93.8,,,3,,,53,3,51,3,49,3,70,4,74,4,96.8,97.1,433,595,306,595,57.8,51,181,217,83.4,,,16,16,25,,,19,6,,,,,,,,,,3107,96.8,97.1,603,70,68,64,42,50,20,60,45,52,35,54,53,42,44,50,84,60,55,52,61,,70,50,42,69,,90,99,73,71,77,52,57,62,64,,67,75,53,51,49,70,74,4,2
Seth Paine Elementary School- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Seth Paine Elementary School,Hawthorn Woods,Lake,UNIT,LARGE,ELEMENTARY,K - 5,,Exemplary,442,71.3,,15.4,7,,,4.8,13.6,7.9,32.1,25.3,,,93.5,2.7,,,,,20.1,3,,,,,83.1,,,2,,,44,3,55,3,72,4,88,5,73,4,97,91.1,137,202,96,202,69.2,56.3,54,67,80.6,,,19.5,2,2,,,2,,,,,,,,,,,3110,97,91.1,135,45,63,63,48,39,48,51,51,59,73,72,61,56,36,61,85,84,34,67,40,,95,,85,67,,,99,,88,64,,93,76,,,96,93,44,55,72,88,73,5,3
May Whitney Elementary School- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,May Whitney Elementary School,Lake Zurich,Lake,UNIT,LARGE,ELEMENTARY,PK - 5,,Exemplary,712,73.3,,11.1,10.5,,,3.1,20.5,17.7,23.2,19.5,,,94.3,4.4,14,2.7,,,22.6,3,,,,,85.8,,,3,,,40,3,38,2,58,3,60,4,63,4,93.6,61.2,195,321,163,321,72.3,64.8,69,105,65.7,,,11.6,15,29,,,22,6,1,,,,,,,,,3108,93.6,61.2,219,85,40,69,23,36,34,42,36,57,66,41,33,51,22,43,78,50,45,44,21,,65,,71,66,,,90,,60,51,,65,48,,,73,68,40,38,58,60,63,4,1
Sarah Adams Elementary School- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Sarah Adams Elementary School,Lake Zurich,Lake,UNIT,LARGE,ELEMENTARY,K - 5,,Commendable,390,80.8,2.6,7.7,4.1,,,4.6,22.3,14.6,18.2,19,,,93.3,5.2,,,,,19.3,3,,,,,93.5,,,3,,,59,3,67,4,81,5,86,5,79,4,86.3,91.1,126,191,99,189,59.5,47.4,51,64,79.7,,,16.9,3,4,,,2,2,,,,,,,,,,3109,86.3,91.1,131,56,32,67,63,47,74,74,63,86,81,48,66,59,57,43,95,77,52,81,40,,91,,86,97,,,99,,97,77,,99,70,,,91,86,59,67,81,86,79,5,4
Isaac Fox Elementary School- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Isaac Fox Elementary School,Lake Zurich,Lake,UNIT,LARGE,ELEMENTARY,K - 5,,Commendable,505,83.4,,5,8.1,,,3,16.6,11.3,11.9,9.5,,,93.4,2.7,,,,,22.9,3,,,,,79.5,,,2,,,50,3,63,4,74,4,72,4,60,4,95.1,95.1,165,258,133,258,54.7,53.4,96,113,85,,,15.9,4,10,,,6,4,,,,,,,,,,3104,95.1,95.1,183,41,40,64,52,42,49,67,49,69,84,55,65,60,54,37,90,69,41,79,28,,85,,63,69,,,81,,65,54,,83,66,,,87,72,50,63,74,72,60,5,4
Spencer Loomis Elementary School- Lake Zurich CUSD 95,Lake Zurich CUSD 95,3.40E+14,,1.72E+11,34,School,Spencer Loomis Elementary School,Hawthorn Woods,Lake,UNIT,LARGE,ELEMENTARY,K - 5,,Exemplary,459,72.3,,5,17.9,,,2.2,14.2,10.2,17,7.8,,,92.8,6.5,,,,,23.3,3,,,,,79,,,2,,,60,4,61,4,72,4,75,4,69,4,97.2,85.4,176,235,146,234,68.5,58.7,59,77,76.6,,,19.3,3,16,,,15,1,,,,,,,,,,3111,97.2,85.4,145,41,44,58,70,48,77,72,48,71,80,38,65,57,47,57,88,64,70,67,29,,88,,73,70,,,81,,70,66,,88,63,,,86,78,60,61,72,75,69,5,5
Twin Groves Middle School- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Twin Groves Middle School,Buffalo Grove,Lake,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Commendable,618,37.9,,5.2,51.3,,,4.4,14.2,6.8,10.4,3.7,,91.4,94.4,6.6,35,5.5,,,24.9,5,,,,,85.6,,,1,,,52,3,58,3,62,4,51,3,62,4,96.2,89.7,409,577,388,584,53.2,57.4,195,223,87.4,,,14.3,21,26,,,23,3,,,,,,,,,,3048,96.2,89.7,628,68,38,83,46,44,42,52,53,75,48,36,68,66,39,47,99,62,57,53,47,,64,27,48,65,,74,83,53,47,53,35,38,35,78,,56,59,52,58,62,51,62,4,2
Woodlawn Middle School- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Woodlawn Middle School,Long Grove,Lake,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Commendable,664,49.1,3.9,10.5,33,,,3.3,14.8,7.8,7.7,7.8,,86.1,93.4,4.4,33,4.8,,,25.6,5,,,,,86,,,1,,,58,3,60,4,55,3,55,3,68,4,98.3,85.9,348,616,358,625,45.7,53.4,180,225,80.7,,,18.2,4,6,,,6,,,,,,,,,,,3050,98.3,85.9,667,64,36,63,60,45,43,59,64,80,32,11,81,48,41,28,99,53,62,54,48,,64,34,53,84,,75,95,52,66,63,36,51,38,72,,44,52,58,60,55,55,68,4,2
Willow Grove Early Learning Center- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Willow Grove Early Learning Center,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK - K,,,400,42.3,2.5,6.3,43,,,5.8,21,21,35.3,7,,,92.6,10.4,,,,,22.5,5,,,,,81.9,,,1,,,53,3,48,3,70,4,,0,,0,0,86,,,,,,,,,,,,23.3,3,3,,,3,,,,,,,,,,,3049,0,86,0,57,35,45,44,46,49,65,67,78,70,30,61,39,39,4,96,62,34,49,35,,,,,,,,,,,,,,,,,,,53,48,70,,,4,1
Kildeer Countryside Elementary School- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Kildeer Countryside Elementary School,Long Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Exemplary,459,54.9,,3.3,35.3,,,5.2,13.3,10.9,24.8,3.7,,,94.6,7.8,24,5,,,22.2,5,,,,,88.5,,,2,,,56,3,56,3,69,4,72,4,66,4,99,92.2,177,311,179,312,61.9,55.5,79,105,75.2,,,10.1,6,7,,,3,4,,,,,,,,,,3046,99,92.2,208,51,31,72,38,42,61,60,56,77,70,62,67,61,36,68,99,59,64,67,23,,85,,66,70,,,70,,77,57,,80,57,,,78,67,56,56,69,72,66,5,3
Prairie Elementary School- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Prairie Elementary School,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Commendable,450,35.1,,4.2,52.9,,,5.8,10.7,8.9,27.1,4,,,94.1,8.7,29,6.1,,,22.6,5,,,,,83.7,,,1,,,30,2,40,3,50,3,64,4,52,3,99.9,93.9,167,296,195,295,53.9,54.5,69,90,77.5,,,14.9,3,8,,,7,1,,,,,,,,,,3047,99.9,93.9,189,49,22,74,27,30,36,29,49,47,52,35,39,50,2,29,99,50,12,58,14,,79,,68,60,,,67,,59,53,,68,57,,,80,59,30,40,50,64,52,3,0
Country Meadows Elementary School- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Country Meadows Elementary School,Long Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Exemplary,407,49.9,4.2,13.5,28.3,,,4.2,10.3,8.1,20.9,12.5,,,93.6,9.3,12,2.9,,,17.9,5,,,,,72.5,,,3,,,62,4,64,4,75,4,44,3,53,3,95.3,99.9,125,240,133,238,59,60.1,65,83,78.3,,,14.8,3,9,,,7,2,,,,,,,,,,3044,95.3,99.9,150,57,47,81,47,44,61,66,64,88,65,50,71,69,51,40,99,72,72,68,28,,58,,54,63,,,66,,39,42,,56,38,,,62,39,62,64,75,44,53,5,3
Ivy Hall Elementary School- Kildeer Countryside CCSD 96,Kildeer Countryside CCSD 96,3.40E+14,,1.72E+11,34,School,Ivy Hall Elementary School,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,1 - 5,,Commendable,472,43.9,,8.7,43.2,,,2.5,22.5,19.5,26.1,6.4,,,94.4,8.5,29,6,,,22,5,,,,,83.5,,,2,,,45,3,46,3,57,3,60,4,40,3,92.3,86.6,170,291,175,292,52.3,56.7,66,82,80.5,,,12.1,1,1,,,,1,,,,,,,,,,3045,92.3,86.6,194,82,23,66,35,31,49,47,49,70,57,19,46,45,23,1,99,44,54,58,16,,72,,54,58,,,54,,63,45,,56,48,,,67,55,45,46,57,60,40,4,1
Aptakisic Junior High School- Aptakisic-Tripp CCSD 102,Aptakisic-Tripp CCSD 102,3.40E+14,,1.70E+11,34,School,Aptakisic Junior High School,Buffalo Grove,Lake,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Commendable,874,32.6,2.3,7.1,52.2,,,5.8,12.5,8.5,14.5,5.6,,70.8,93.9,6.3,,,,,22.1,5,,,,,96.6,,,2,,,51,3,69,4,84,5,64,4,81,5,94.4,89.2,503,874,504,874,46.7,52.6,236,299,78.9,,,16.2,23,28,,,24,4,,,,,,,,,,1517,94.4,89.2,881,83,74,78,70,57,38,43,58,93,60,75,68,64,53,81,99,99,44,78,49,,78,64,69,89,,82,99,70,63,54,49,61,41,72,,79,75,51,69,84,64,81,5,4
